studentId,classId,name,sex,age
700,201914,Wright Aiden,M,20
701,201957,Connell Emely,F,18
702,201944,Ellison Boris,M,20
703,201982,Parker Domenic,M,18
704,201954,Andrews Camellia,F,17
705,201985,Rixon Alexander,M,21
706,201990,Blackburn Bart,M,19
707,201982,Lee Javier,M,22
708,201936,Needham Kaylee,F,19
709,201938,Nurton Logan,M,23
710,201979,Ward Percy,M,19
711,201907,Bloom Eduardo,M,22
712,201992,Nielson Adela,F,22
713,201987,Little Britney,F,22
714,201987,Willis Bryce,F,18
715,201976,Reid Miley,F,22
716,201962,Benson Nancy,F,22
717,201966,Hancock Rylee,F,17
718,201935,Lane Caleb,M,21
719,201964,Edley Nina,F,23
720,201922,Reynolds Caydence,F,23
721,201908,Steer Chad,M,20
722,201908,Rehman Gil,M,19
723,201980,Tennant Cedrick,M,19
724,201920,Clark Lucas,M,22
725,201911,Dixon Marvin,M,17
726,201991,Willson Angela,F,23
727,201941,Wooldridge Chris,M,20
728,201994,Adams Josh,M,20
729,201935,Ogilvy David,M,20
730,201997,Morgan Danny,M,19
731,201952,Driscoll Mya,F,22
732,201946,White Elise,F,23
733,201957,Funnell Fiona,F,19
734,201958,Simpson Kieth,M,23
735,201987,Randall Erick,M,23
736,201939,Bryant Aileen,F,19
737,201981,Drake Stephanie,F,20
738,201950,Howard Manuel,M,17
739,201958,Verdon Caleb,M,23
740,201994,Kelly Gabriel,M,17
741,201991,Spencer Nate,M,22
742,201919,Brett Nate,M,17
743,201911,Andrews Ramon,M,17
744,201960,Mann Greta,F,22
745,201982,Talbot Jenna,F,23
746,201935,Mcgee Marie,F,18
747,201957,Simmons Chad,M,23
748,201916,Roberts Anabelle,F,23
749,201973,Terry Joseph,M,17
750,201977,Roberts Bart,M,21
751,201950,Archer Jane,F,19
752,201976,Nobbs Bob,M,23
753,201949,Bayliss Josh,M,22
754,201966,Mitchell Grace,F,17
755,201905,Phillips Marvin,M,21
756,201941,Porter Stephanie,F,21
757,201921,Victor Zoe,F,18
758,201981,Dann Matt,M,19
759,201939,Graham Cecilia,F,19
760,201933,Harvey Bob,M,20
761,201995,Khan Jenna,F,21
762,201931,Attwood Mason,M,18
763,201902,Lewis Mike,M,18
764,201987,Wallace Javier,M,21
765,201994,Tyrrell Mya,F,20
766,201909,Myatt Sarah,F,23
767,201995,Gosling Anabel,F,22
768,201946,Bryson Dakota,F,18
769,201970,Bristow Boris,M,20
770,201972,Dillon Jayden,M,22
771,201917,Clarkson Mya,F,20
772,201971,Bullock Danny,M,19
773,201972,Parker Harry,M,18
774,201953,Overson Carl,M,19
775,201924,Mcgregor Mina,F,18
776,201984,Malone Johnathan,M,22
777,201927,Gates Owen,M,21
778,201968,Abbey Madison,F,18
779,201977,Gray Alan,M,18
780,201906,Simpson Mark,M,18
781,201936,Morgan Marvin,M,18
782,201949,King Stella,F,23
783,201972,Knott Agnes,F,21
784,201917,Adams Zoe,F,18
785,201927,Jackson Stephanie,F,21
786,201965,Nielson Jessica,F,23
787,201973,Whinter Javier,M,22
788,201906,Morris Harmony,F,17
789,201903,Fowler Carter,M,18
790,201941,Osman Nicholas,M,20
791,201962,Cowan Chris,M,17
792,201938,Tutton Sebastian,M,18
793,201904,Glass Fred,M,20
794,201994,Hewitt Sasha,F,21
795,201915,Everett Chuck,M,20
796,201942,James Tyler,M,17
797,201917,Thomas Kurt,M,17
798,201924,Whitehouse Havana,F,23
799,201905,Whatson Russel,M,18
800,201938,Glynn Elijah,M,21
801,201993,Skinner Nate,M,17
